0,4,1
0,5,1
0,7,0
0,9,1
0,12,1
0,14,1
0,15,1
0,16,0
0,19,1
0,22,1
0,23,1
0,37,1
0,43,1
0,45,1
0,47,1
0,49,1
0,51,1
0,53,1
0,56,1
0,59,1
0,61,1
0,66,1
0,69,1
0,70,1
0,76,1
1,10,1
1,32,1
1,33,1
1,35,1
1,43,1
1,46,1
1,55,1
1,59,1
1,66,1
1,67,1
1,69,1
1,70,1
1,73,1
2,6,1
2,13,1
2,16,0
2,29,0
2,30,1
2,49,1
2,50,1
2,55,1
2,67,1
2,77,1
3,4,1
3,24,1
3,29,0
3,50,1
3,51,1
3,63,1
4,2,1
4,13,1
4,20,1
4,21,1
4,22,1
4,50,1
4,53,1
5,13,1
5,22,1
5,32,1
5,39,1
5,40,1
5,43,1
6,12,1
6,14,1
6,22,1
6,32,1
6,57,1
6,64,1
7,0,1
7,2,1
7,3,1
7,15,1
7,22,1
7,62,1
7,65,1
7,67,1
8,30,1
8,55,1
8,67,1
8,69,1
9,11,1
9,34,0
9,41,1
9,55,1
10,12,1
10,55,1
10,76,1
10,77,1
11,0,1
11,7,0
11,15,1
11,55,1
12,0,1
12,9,1
12,10,1
12,11,1
12,26,1
12,28,1
13,0,1
13,2,1
13,26,1
13,56,1
14,26,1
14,69,1
14,74,1
15,26,1
15,42,1
15,58,1
16,6,1
16,44,1
16,58,1
17,47,1
17,50,1
17,58,1
18,32,1
18,47,1
18,58,1
19,3,1
19,47,1
19,73,1
20,0,1
20,44,1
20,73,1
21,0,1
21,1,1
21,71,1
22,1,1
22,34,0
22,66,1
23,17,1
23,30,1
23,34,0
24,17,1
24,56,1
24,74,1
25,39,1
25,56,1
26,46,1
26,56,1
27,0,1
27,25,1
27,56,1
28,6,1
28,56,1
29,5,1
29,6,1
29,23,1
30,23,1
30,26,1
31,26,1
31,50,1
32,1,1
32,46,1
32,50,1
33,46,1
33,60,1
34,46,1
34,56,1
35,46,1
35,56,1
36,6,1
36,56,1
37,6,1
37,12,1
38,12,1
38,49,1
39,6,1
39,49,1
40,6,1
40,18,0
41,2,1
41,6,1
41,48,1
42,0,1
42,6,1
42,50,1
43,6,1
43,23,1
44,23,1
44,26,1
45,26,1
45,69,1
46,26,1
46,44,1
47,26,1
47,48,1
48,48,1
48,61,1
49,61,1
49,71,1
50,12,1
50,16,0
50,71,1
51,0,1
51,19,1
51,71,1
52,3,1
52,71,1
53,3,1
53,38,1
54,0,1
54,2,1
54,7,1
54,29,1
55,16,0
55,76,1
56,58,1
56,76,1
57,1,1
57,76,1
58,48,1
58,76,1
59,72,1
59,76,1
60,18,0
60,72,1
61,18,0
61,23,1
62,18,0
62,42,1
63,18,0
63,48,1
64,1,1
64,18,0
65,18,0
65,42,1
66,0,1
66,1,1
66,12,1
66,18,0
67,0,1
67,12,1
67,53,1
68,53,1
68,64,1
69,21,1
69,64,1
70,35,1
70,64,1
71,1,1
71,4,1
71,6,1
71,7,1
71,18,1
72,64,1
72,71,1
73,54,1
73,71,1
74,39,1
74,54,1
75,39,1
75,40,1
76,39,1
76,42,1
77,39,1
77,75,1
78,11,1
78,75,1
79,19,1
79,75,1
80,59,1
80,75,1
81,4,1
81,59,1
82,50,1
82,59,1
83,2,1
83,50,1
83,53,1
84,4,1
84,53,1
84,62,1
85,6,1
85,53,1
86,0,1
86,1,1
86,6,1
87,6,1
87,11,1
88,6,1
88,55,1
89,20,1
89,55,1
90,4,1
90,55,1
91,12,1
91,55,1
92,11,1
92,55,1
93,11,1
93,20,1
94,0,1
94,20,1
94,55,1
95,20,1
95,77,1
96,51,1
96,77,1
97,17,1
97,77,1
98,6,1
98,77,1
99,1,1
99,4,1
99,77,1
100,0,1
100,4,1
100,15,1
101,0,1
101,15,1
101,64,1
102,15,1
102,76,1
103,15,1
103,23,1
104,17,1
104,23,1
105,4,1
105,6,1
105,7,0
105,23,1
106,0,1
106,23,1
106,52,1
107,3,1
107,4,1
107,5,1
107,13,1
107,23,1
107,28,1
108,23,1
108,26,1
109,23,1
109,64,1
110,26,1
110,64,1
111,64,1
111,66,1
112,39,1
112,66,1
113,7,0
113,8,1
113,32,1
113,39,1
114,32,1
114,60,1
115,14,1
115,32,1
116,32,1
116,72,1
117,32,1
117,70,1
118,8,1
118,9,1
118,32,1
118,35,1
119,6,1
119,35,1
119,49,1
120,0,1
120,35,1
120,59,1
121,0,1
121,35,1
121,63,1
122,60,1
122,63,1
123,63,1
123,75,1
124,20,1
124,75,1
125,26,1
125,75,1
126,36,0
126,75,1
127,3,1
127,36,0
128,1,1
128,2,1
128,33,1
128,36,0
129,22,1
129,36,0
130,22,1
130,77,1
131,12,1
131,77,1
132,1,1
132,77,1
133,1,1
133,60,1
134,1,1
134,44,1
135,1,1
135,44,1
135,69,1
136,58,1
136,69,1
137,36,0
137,69,1
138,50,1
138,69,1
139,44,1
139,50,1
140,1,1
140,31,1
140,44,1
141,44,1
141,55,1
142,8,1
142,55,1
143,0,1
143,1,1
143,8,1
143,73,1
144,8,1
144,31,1
145,8,1
145,47,1
146,16,0
146,47,1
147,16,0
147,48,1
148,39,1
148,48,1
149,11,1
149,12,1
149,13,1
149,14,1
149,15,1
149,16,0
149,17,1
149,18,0
149,19,1
149,20,1
149,21,1
149,22,1
149,23,1
149,24,1
149,25,1
149,26,1
149,27,1
149,28,1
149,29,0
149,30,1
149,31,1
149,32,1
149,33,1
149,34,0
149,35,1
149,36,0
149,37,1
149,38,1
149,39,1
149,40,1
149,41,1
149,42,1
149,43,1
149,44,1
149,45,1
149,46,1
149,47,1
149,48,1
149,49,1
149,50,1
149,51,1
149,52,1
149,53,1
149,54,1
149,55,1
149,56,1
149,57,1
149,58,1
149,59,1
149,60,1
149,61,1
149,62,1
149,63,1
149,64,1
149,65,1
149,66,1
149,67,1
149,68,1
149,69,1
149,70,1
149,71,1
149,72,1
149,73,1
149,74,1
149,75,1
149,76,1
149,77,1
150,9,1
150,48,1
151,45,1
151,48,1
152,23,1
152,48,1
153,23,1
153,35,1
154,23,1
154,26,1
155,2,1
155,16,1
155,18,1
155,36,1
156,23,1
156,32,1
157,32,1
157,44,1
158,32,1
158,38,1
159,38,1
159,51,1
160,14,1
160,38,1
161,14,1
161,15,1
162,15,1
162,32,1
163,3,1
163,32,1
163,77,1
164,76,1
164,77,1
165,53,1
165,77,1
166,1,1
166,2,1
166,3,1
166,4,1
166,66,1
166,77,1
167,2,1
167,3,1
167,6,1
167,16,1
167,34,1
168,5,1
168,6,1
168,60,1
168,72,1
169,25,1
169,72,1
170,21,1
170,25,1
171,0,1
171,4,1
171,25,1
171,77,1
172,65,1
172,77,1
173,15,1
173,65,1
174,41,1
174,65,1
175,4,1
175,65,1
176,63,1
176,65,1
177,65,1
177,66,1
178,65,1
178,67,1
179,59,1
179,65,1
180,29,0
180,65,1
181,10,1
